Customer,Spectral Frequency,K-means cluster,Profiles
3297,0.56,25,['KVKSEGMENT_7']
3299,24.0,1,['KVKSEGMENT_16']
3301,0.56,25,['KVKSEGMENT_20']
3302,0.56,25,['KVKSEGMENT_13']
3303,0.74,13,['KVKSEGMENT_15']
3304,24.0,1,['KVKSEGMENT_13']
3306,8.0,7,['KVKSEGMENT_4']
3307,0.54,25,['KVKSEGMENT_2']
3311,1.09,0,['E3C']
3313,24.0,1,['E3C']
3318,0.57,25,['KVKSEGMENT_8']
3319,0.53,6,['E3A']
3320,24.0,1,['KVKSEGMENT_8']
3321,0.88,21,['KVKSEGMENT_13']
3322,1.5,10,['KVKSEGMENT_8']
3323,0.68,22,['E3C']
3324,0.86,21,['E3C']
3325,0.5,6,['KVKSEGMENT_1']
3326,1.0,0,['KVKSEGMENT_16']
3328,24.0,1,['E3B']
3329,0.51,6,['KVKSEGMENT_1']
3330,0.57,25,['KVKSEGMENT_8']
3331,1.33,19,['KVKSEGMENT_5']
3333,4.0,8,['E3C']
3334,0.52,6,['E3B']
3335,0.5,6,['KVKSEGMENT_8']
3339,0.56,25,['KVKSEGMENT_10']
3340,0.52,6,['E3A']
3341,0.56,25,['KVKSEGMENT_18']
3343,12.0,2,['E3B']
3344,0.5,6,['KVKSEGMENT_8']
3347,0.5,6,['KVKSEGMENT_1']
3348,12.0,2,['KVKSEGMENT_19']
3349,24.0,1,['KVKSEGMENT_10']
3353,0.57,25,['E3A']
3354,3.0,11,['KVKSEGMENT_18']
3356,0.53,6,['KVKSEGMENT_18']
3358,24.0,1,['KVKSEGMENT_18']
3359,24.0,1,['KVKSEGMENT_16']
3360,0.8,13,['KVKSEGMENT_2']
3364,24.0,1,['E3A']
3365,24.0,1,['KVKSEGMENT_8']
3367,0.5,6,['E3C']
3368,0.52,6,['E3A']
3369,0.77,13,['KVKSEGMENT_4']
3370,1.5,10,['KVKSEGMENT_8']
3371,24.0,1,['KVKSEGMENT_1']
3372,24.0,1,['E3A']
3374,0.73,13,['KVKSEGMENT_18']
3376,1.52,10,['E3A']
3377,6.0,4,['KVKSEGMENT_19']
3378,0.5,6,['KVKSEGMENT_14']
3379,0.8,13,['E3C']
3380,0.5,6,['KVKSEGMENT_8']
3381,8.0,7,['KVKSEGMENT_16']
3382,24.0,1,['KVKSEGMENT_16']
3383,0.55,25,['E3B']
3387,0.52,6,['KVKSEGMENT_7']
3388,0.8,13,['E3C']
3389,24.0,1,['KVKSEGMENT_20']
3391,24.0,1,['KVKSEGMENT_4']
3393,0.56,25,['KVKSEGMENT_18']
3395,24.0,1,['KVKSEGMENT_4']
3400,24.0,1,['KVKSEGMENT_1']
3401,0.63,22,['KVKSEGMENT_7']
3402,0.5,6,['E3A']
3404,0.57,25,['E3A']
3405,1.33,19,['E3A']
3406,0.54,25,['KVKSEGMENT_11']
3407,24.0,1,['KVKSEGMENT_2']
3408,1.0,0,['E3D']
3409,24.0,1,['KVKSEGMENT_4']
3410,0.61,17,['E3B']
3412,0.5,6,['E3B']
3413,0.5,6,['E3B']
3414,1.2,14,['KVKSEGMENT_8']
3416,0.52,6,['KVKSEGMENT_1']
3418,0.53,6,['E3C']
3419,24.0,1,['E3B']
3420,24.0,1,['E3B']
3422,0.57,25,['KVKSEGMENT_11']
3423,0.55,25,['KVKSEGMENT_1']
3424,0.62,17,['E3A']
3425,0.75,13,['E3B']
3426,1.0,0,['E3C']
3428,1.5,10,['KVKSEGMENT_8']
3429,24.0,1,['E3B']
3431,1.63,18,['KVKSEGMENT_9']
3433,0.51,6,['KVKSEGMENT_20']
3434,24.0,1,['E3C']
3435,24.0,1,['KVKSEGMENT_17']
3436,0.53,6,['KVKSEGMENT_1']
3437,24.0,1,['E3B']
3438,1.0,0,['KVKSEGMENT_8']
3440,1.5,10,['E3A']
3441,24.0,1,['KVKSEGMENT_14']
3442,24.0,1,['E3A']
3443,0.52,6,['KVKSEGMENT_1']
3444,0.52,6,['KVKSEGMENT_1']
3446,0.7,22,['E3B']
3447,24.0,1,['KVKSEGMENT_1']
3449,0.54,25,['KVKSEGMENT_10']
3450,6.0,4,['E3D']
3452,24.0,1,['KVKSEGMENT_10']
3453,0.55,25,['E3C']
3454,24.0,1,['KVKSEGMENT_8']
3455,0.57,25,['E3C']
3457,1.33,19,['E3B']
3458,0.58,17,['E3A']
3459,0.96,0,['KVKSEGMENT_17']
3460,24.0,1,['E3B']
3462,0.59,17,['E3A']
3463,12.0,2,['KVKSEGMENT_10']
3465,0.55,25,['KVKSEGMENT_9']
3467,0.5,6,['E3D']
3468,12.0,2,['E3B']
3469,0.5,6,['KVKSEGMENT_16']
3470,0.5,6,['KVKSEGMENT_14']
3471,0.51,6,['KVKSEGMENT_1']
3473,1.0,0,['KVKSEGMENT_14']
3474,24.0,1,['KVKSEGMENT_17']
3475,24.0,1,['E3B']
3477,2.18,20,['KVKSEGMENT_16']
3478,24.0,1,['KVKSEGMENT_13']
3479,24.0,1,['E3A']
3480,2.18,20,['KVKSEGMENT_4']
3482,24.0,1,['E3A']
3484,12.0,2,['E3A']
3485,0.65,22,['E3B']
3488,24.0,1,['E3C']
3489,1.2,14,['E3A']
3490,1.51,10,['E3A']
3491,24.0,1,['E3C']
3493,24.0,1,['E3B']
3494,0.5,6,['KVKSEGMENT_14']
3497,24.0,1,['KVKSEGMENT_8']
3498,0.65,22,['E3A']
3500,24.0,1,['KVKSEGMENT_8']
3501,0.53,6,['KVKSEGMENT_13']
3502,0.5,6,['E3A']
3507,0.59,17,['KVKSEGMENT_6']
3509,24.0,1,['KVKSEGMENT_17']
3510,0.51,6,['KVKSEGMENT_10']
3512,3.0,11,['KVKSEGMENT_8']
3513,0.52,6,['E3A']
3516,24.0,1,['E3B']
3517,0.54,25,['E3A']
3518,24.0,1,['KVKSEGMENT_4']
3520,0.53,6,['E3C']
3521,24.0,1,['E3A']
3522,24.0,1,['KVKSEGMENT_18']
3523,24.0,1,['KVKSEGMENT_13']
3524,24.0,1,['KVKSEGMENT_18']
3526,12.0,2,['KVKSEGMENT_9']
3527,0.51,6,['E3A']
3529,24.0,1,['KVKSEGMENT_7']
3530,0.55,25,['KVKSEGMENT_12']
3531,24.0,1,['KVKSEGMENT_1']
3532,0.5,6,['KVKSEGMENT_8']
3533,24.0,1,['KVKSEGMENT_16']
3534,0.51,6,['KVKSEGMENT_12']
3538,0.55,25,['KVKSEGMENT_13']
3539,1.0,0,['E3B']
3540,0.75,13,['E3C']
3541,24.0,1,['E3B']
3542,0.52,6,['KVKSEGMENT_13']
3544,1.6,18,['KVKSEGMENT_8']
3545,0.71,13,['E3B']
3546,0.54,25,['KVKSEGMENT_13']
3547,24.0,1,['E3C']
3548,12.0,2,['KVKSEGMENT_16']
3549,0.5,6,['E3C']
3550,0.56,25,['E3B']
3551,1.2,14,['E3B']
3552,0.56,25,['E3C']
3553,24.0,1,['KVKSEGMENT_4']
3555,0.78,13,['E3B']
3556,1.5,10,['E3B']
3557,0.5,6,['E3B']
3558,24.0,1,['KVKSEGMENT_19']
3559,0.51,6,['E3A']
3560,1.85,24,['KVKSEGMENT_18']
3563,0.59,17,['KVKSEGMENT_13']
3564,24.0,1,['E3C']
3565,0.67,22,['E3A']
3566,0.58,17,['KVKSEGMENT_18']
3567,0.52,6,['KVKSEGMENT_14']
3568,12.0,2,['KVKSEGMENT_10']
3569,0.85,21,['KVKSEGMENT_1']
3573,0.56,25,['E3D']
3575,1.09,0,['KVKSEGMENT_10']
3576,24.0,1,['KVKSEGMENT_8']
3583,24.0,1,['E3C']
3584,24.0,1,['KVKSEGMENT_17']
3585,24.0,1,['KVKSEGMENT_8']
3586,24.0,1,['KVKSEGMENT_10']
3589,1.0,0,['KVKSEGMENT_8']
3590,24.0,1,['E3C']
3591,24.0,1,['KVKSEGMENT_13']
3592,24.0,1,['KVKSEGMENT_18']
3593,0.53,6,['KVKSEGMENT_4']
3594,8.0,7,['KVKSEGMENT_10']
3597,1.41,10,['KVKSEGMENT_16']
3598,24.0,1,['E3A']
3601,24.0,1,['KVKSEGMENT_10']
3603,0.53,6,['E3A']
3604,0.58,17,['KVKSEGMENT_13']
3605,24.0,1,['E3B']
3606,24.0,1,['E3B']
3607,12.0,2,['KVKSEGMENT_1']
3608,0.51,6,['E3B']
3609,24.0,1,['E3C']
3611,0.75,13,['KVKSEGMENT_8']
3612,12.0,2,['KVKSEGMENT_18']
3614,12.0,2,['KVKSEGMENT_1']
3615,24.0,1,['KVKSEGMENT_12']
3616,24.0,1,['KVKSEGMENT_14']
3617,1.0,0,['KVKSEGMENT_13']
3618,0.51,6,['KVKSEGMENT_18']
3620,24.0,1,['KVKSEGMENT_4']
3621,24.0,1,['KVKSEGMENT_12']
3625,0.6,17,['E3C']
3626,24.0,1,['E3A']
3628,0.59,17,['E3A']
3629,24.0,1,['E3A']
3630,1.04,0,['E3C']
3631,0.55,25,['E3C']
3632,0.51,6,['E3A']
3633,24.0,1,['E3C']
3634,0.69,22,['E3A']
3635,0.55,25,['KVKSEGMENT_20']
3638,1.85,24,['KVKSEGMENT_8']
3639,24.0,1,['E3C']
3640,24.0,1,['E3D']
3641,6.0,4,['KVKSEGMENT_9']
3642,24.0,1,['E3B']
3643,2.4,5,['KVKSEGMENT_18']
3644,24.0,1,['KVKSEGMENT_1']
3646,0.51,6,['KVKSEGMENT_6']
3647,0.86,21,['E3C']
3648,0.5,6,['KVKSEGMENT_8']
3649,0.5,6,['KVKSEGMENT_14']
3650,0.57,25,['E3B']
3652,24.0,1,['E3B']
3653,1.5,10,['E3B']
3654,24.0,1,['E3A']
3655,1.5,10,['E3A']
3658,1.6,18,['KVKSEGMENT_13']
3662,24.0,1,['KVKSEGMENT_16']
3665,24.0,1,['E3A']
3667,1.2,14,['KVKSEGMENT_8']
3669,24.0,1,['KVKSEGMENT_10']
3670,24.0,1,['KVKSEGMENT_13']
3672,0.52,6,['KVKSEGMENT_7']
3674,0.55,25,['KVKSEGMENT_10']
3675,0.53,6,['KVKSEGMENT_12']
3678,0.57,25,['KVKSEGMENT_7']
3679,0.5,6,['E3C']
3680,1.19,14,['KVKSEGMENT_8']
3681,12.0,2,['KVKSEGMENT_10']
3683,1.2,14,['E3B']
3684,1.0,0,['E3A']
3685,24.0,1,['KVKSEGMENT_10']
3689,0.5,6,['E3C']
3690,0.55,25,['KVKSEGMENT_18']
3691,24.0,1,['E3A']
3693,24.0,1,['KVKSEGMENT_8']
3697,24.0,1,['E3A']
3698,0.52,6,['KVKSEGMENT_20']
3700,0.56,25,['KVKSEGMENT_20']
3702,24.0,1,['KVKSEGMENT_8']
3703,24.0,1,['E3B']
3707,0.5,6,['KVKSEGMENT_16']
3710,24.0,1,['E3A']
3711,24.0,1,['KVKSEGMENT_4']
3712,0.57,25,['KVKSEGMENT_8']
3714,0.86,21,['KVKSEGMENT_1']
3715,24.0,1,['KVKSEGMENT_4']
3716,8.0,7,['E3C']
3719,2.0,9,['E3B']
3720,1.2,14,['KVKSEGMENT_4']
3722,24.0,1,['E3B']
3723,24.0,1,['KVKSEGMENT_13']
3724,0.8,13,['KVKSEGMENT_14']
3725,1.04,0,['KVKSEGMENT_4']
3726,0.6,17,['KVKSEGMENT_10']
3728,12.0,2,['KVKSEGMENT_20']
3730,24.0,1,['KVKSEGMENT_16']
3733,0.64,22,['KVKSEGMENT_4']
3734,0.67,22,['KVKSEGMENT_7']
3735,0.62,17,['KVKSEGMENT_11']
3736,24.0,1,['KVKSEGMENT_6']
3737,0.5,6,['KVKSEGMENT_10']
3739,0.5,6,['E3B']
3740,0.55,25,['E3B']
3741,0.53,6,['E3B']
3742,24.0,1,['KVKSEGMENT_19']
3743,24.0,1,['KVKSEGMENT_4']
3745,24.0,1,['KVKSEGMENT_8']
3747,0.5,6,['E3A']
3749,24.0,1,['E3C']
3751,0.5,6,['E3C']
3752,24.0,1,['KVKSEGMENT_16']
3755,24.0,1,['KVKSEGMENT_13']
3756,24.0,1,['KVKSEGMENT_8']
3757,24.0,1,['E3A']
3758,0.54,25,['KVKSEGMENT_18']
3759,0.5,6,['KVKSEGMENT_8']
3760,24.0,1,['E3C']
3761,0.53,6,['KVKSEGMENT_18']
3764,0.57,25,['E3A']
3765,0.51,6,['KVKSEGMENT_10']
3766,0.52,6,['KVKSEGMENT_1']
3767,24.0,1,['E3D']
3768,24.0,1,['KVKSEGMENT_15']
3769,24.0,1,['E3A']
3770,24.0,1,['KVKSEGMENT_4']
3772,6.0,4,['KVKSEGMENT_19']
3773,0.5,6,['KVKSEGMENT_8']
3774,0.53,6,['E3A']
3777,0.54,25,['KVKSEGMENT_11']
3783,2.4,5,['KVKSEGMENT_5']
3785,0.53,6,['E3A']
3787,0.51,6,['KVKSEGMENT_4']
3788,24.0,1,['E3A']
3789,1.09,0,['E3A']
3790,24.0,1,['KVKSEGMENT_16']
3791,24.0,1,['E3A']
3792,0.53,6,['E3A']
3793,24.0,1,['E3C']
3794,24.0,1,['E3C']
3796,24.0,1,['E3A']
3797,0.71,13,['E3A']
3798,1.41,10,['E3A']
3800,0.75,13,['E3B']
3801,0.53,6,['E3A']
3803,0.51,6,['E3A']
3805,24.0,1,['E3B']
3807,24.0,1,['KVKSEGMENT_1']
3808,0.51,6,['E3B']
3810,0.77,13,['KVKSEGMENT_8']
3812,0.56,25,['KVKSEGMENT_8']
3813,0.5,6,['E3C']
3814,12.0,2,['KVKSEGMENT_9']
3815,24.0,1,['KVKSEGMENT_17']
3817,24.0,1,['E3A']
3819,24.0,1,['KVKSEGMENT_10']
3822,24.0,1,['E3C']
3823,24.0,1,['E3B']
3825,2.67,16,['KVKSEGMENT_20']
3831,0.5,6,['E3B']
3834,0.5,6,['KVKSEGMENT_4']
3836,24.0,1,['E3C']
3837,24.0,1,['KVKSEGMENT_13']
3839,0.57,25,['KVKSEGMENT_19']
3840,0.55,25,['E3C']
3842,24.0,1,['KVKSEGMENT_13']
3843,2.0,9,['KVKSEGMENT_9']
3844,24.0,1,['KVKSEGMENT_19']
3845,0.51,6,['KVKSEGMENT_13']
3848,0.92,21,['KVKSEGMENT_10']
3850,24.0,1,['KVKSEGMENT_1']
3851,24.0,1,['E3A']
3853,24.0,1,['E3A']
3855,24.0,1,['E3B']
3856,0.56,25,['KVKSEGMENT_13']
3858,24.0,1,['E3C']
3861,24.0,1,['E3C']
3864,0.52,6,['E3C']
3865,24.0,1,['KVKSEGMENT_14']
3867,24.0,1,['E3C']
3868,0.5,6,['KVKSEGMENT_8']
3869,24.0,1,['KVKSEGMENT_6']
3870,1.0,0,['KVKSEGMENT_8']
3871,1.14,14,['KVKSEGMENT_4']
3872,0.5,6,['KVKSEGMENT_1']
3875,0.6,17,['E3A']
3876,0.5,6,['KVKSEGMENT_2']
3878,0.57,25,['KVKSEGMENT_4']
3881,24.0,1,['E3A']
3882,0.62,17,['KVKSEGMENT_18']
3883,1.62,18,['E3C']
3884,1.59,18,['E3B']
3885,24.0,1,['KVKSEGMENT_4']
3887,0.74,13,['KVKSEGMENT_14']
3888,0.52,6,['KVKSEGMENT_20']
3890,0.54,25,['KVKSEGMENT_18']
3891,0.5,6,['KVKSEGMENT_9']
3892,24.0,1,['E3B']
3895,0.65,22,['KVKSEGMENT_13']
3897,0.5,6,['E3C']
3900,24.0,1,['KVKSEGMENT_12']
3903,24.0,1,['KVKSEGMENT_1']
3908,24.0,1,['E3A']
3909,0.5,6,['KVKSEGMENT_1']
3910,4.0,8,['KVKSEGMENT_1']
3911,0.5,6,['E3B']
3913,0.52,6,['E3A']
3914,1.71,18,['KVKSEGMENT_4']
3916,0.72,13,['KVKSEGMENT_20']
3918,24.0,1,['KVKSEGMENT_8']
3919,24.0,1,['KVKSEGMENT_12']
3921,4.0,8,['E3A']
3927,2.67,16,['E3A']
3928,0.54,25,['KVKSEGMENT_10']
3930,0.52,6,['KVKSEGMENT_1']
3933,2.4,5,['KVKSEGMENT_4']
3934,24.0,1,['KVKSEGMENT_8']
3935,0.56,25,['E3D']
3937,24.0,1,['E3B']
3938,0.54,25,['E3A']
3939,24.0,1,['KVKSEGMENT_8']
3940,8.0,7,['E3C']
3941,24.0,1,['KVKSEGMENT_1']
3943,1.2,14,['KVKSEGMENT_8']
3944,8.0,7,['KVKSEGMENT_8']
3945,24.0,1,['KVKSEGMENT_15']
3946,0.75,13,['E3A']
3947,1.0,0,['E3C']
3948,24.0,1,['KVKSEGMENT_19']
3949,24.0,1,['KVKSEGMENT_13']
3950,0.5,6,['E3B']
3951,1.6,18,['KVKSEGMENT_1']
3952,0.5,6,['KVKSEGMENT_8']
3953,12.0,2,['KVKSEGMENT_1']
3954,0.54,25,['E3A']
3955,0.5,6,['KVKSEGMENT_1']
3956,0.53,6,['KVKSEGMENT_11']
3957,24.0,1,['KVKSEGMENT_13']
3961,0.52,6,['E3A']
3962,24.0,1,['E3C']
3963,0.5,6,['KVKSEGMENT_8']
3967,2.67,16,['E3A']
3968,0.52,6,['KVKSEGMENT_1']
3971,0.5,6,['KVKSEGMENT_12']
3973,24.0,1,['KVKSEGMENT_13']
3975,5.99,4,['KVKSEGMENT_19']
3976,24.0,1,['KVKSEGMENT_15']
3977,0.57,25,['KVKSEGMENT_18']
3978,12.0,2,['KVKSEGMENT_8']
3980,24.0,1,['KVKSEGMENT_13']
3982,24.0,1,['E3C']
3983,24.0,1,['KVKSEGMENT_17']
3985,24.0,1,['E3A']
3986,1.0,0,['KVKSEGMENT_16']
3987,12.0,2,['E3D']
3988,6.0,4,['KVKSEGMENT_8']
3989,24.0,1,['E3C']
3990,0.53,6,['KVKSEGMENT_18']
3991,1.85,24,['KVKSEGMENT_18']
3992,24.0,1,['E3B']
3993,2.18,20,['KVKSEGMENT_20']
3994,0.54,25,['KVKSEGMENT_6']
3995,24.0,1,['KVKSEGMENT_15']
3997,24.0,1,['KVKSEGMENT_1']
3999,0.5,6,['E3A']
4001,24.0,1,['KVKSEGMENT_9']
4002,0.5,6,['KVKSEGMENT_14']
4003,8.0,7,['E3A']
4004,0.51,6,['E3A']
4007,0.55,25,['KVKSEGMENT_19']
4010,0.92,21,['KVKSEGMENT_1']
4011,0.5,6,['KVKSEGMENT_8']
4015,0.67,22,['E3B']
4016,24.0,1,['E3C']
4017,0.53,6,['KVKSEGMENT_16']
4018,0.5,6,['KVKSEGMENT_14']
4020,1.0,0,['KVKSEGMENT_14']
4021,24.0,1,['E3A']
4022,0.5,6,['KVKSEGMENT_18']
4023,0.6,17,['KVKSEGMENT_14']
4024,24.0,1,['E3B']
4027,0.75,13,['E3A']
4029,24.0,1,['KVKSEGMENT_4']
4030,24.0,1,['E3B']
4031,6.0,4,['KVKSEGMENT_13']
4032,24.0,1,['KVKSEGMENT_13']
4037,24.0,1,['KVKSEGMENT_8']
4040,0.6,17,['E3A']
4041,0.57,25,['E3C']
4043,4.0,8,['KVKSEGMENT_1']
4044,0.51,6,['KVKSEGMENT_10']
4046,6.0,4,['E3B']
4047,12.0,2,['E3C']
4048,1.41,10,['KVKSEGMENT_18']
4050,24.0,1,['KVKSEGMENT_11']
4051,0.56,25,['E3A']
4052,1.25,19,['KVKSEGMENT_17']
4053,24.0,1,['E3B']
4054,0.61,17,['KVKSEGMENT_10']
4057,0.57,25,['E3A']
4059,0.63,22,['KVKSEGMENT_17']
4060,0.51,6,['KVKSEGMENT_10']
4061,0.8,13,['E3B']
4063,0.52,6,['KVKSEGMENT_13']
4064,0.5,6,['E3A']
4065,0.6,17,['KVKSEGMENT_8']
4066,2.22,20,['E3A']
4067,0.51,6,['KVKSEGMENT_17']
4071,0.5,6,['KVKSEGMENT_1']
4072,2.0,9,['KVKSEGMENT_8']
4075,2.4,5,['KVKSEGMENT_2']
4076,0.5,6,['E3A']
4077,0.53,6,['KVKSEGMENT_10']
4079,0.51,6,['KVKSEGMENT_10']
4080,0.53,6,['E3C']
4081,0.76,13,['KVKSEGMENT_16']
4082,24.0,1,['E3C']
4083,1.33,19,['KVKSEGMENT_4']
4086,0.55,25,['E3B']
4087,24.0,1,['E3B']
4088,24.0,1,['KVKSEGMENT_8']
4089,12.0,2,['E3A']
4091,0.63,22,['KVKSEGMENT_19']
4092,1.33,19,['KVKSEGMENT_18']
4095,0.59,17,['E3D']
4096,6.0,4,['KVKSEGMENT_4']
4097,0.5,6,['E3C']
4099,0.92,21,['KVKSEGMENT_8']
4101,0.53,6,['KVKSEGMENT_1']
4102,1.0,0,['E3A']
4103,24.0,1,['E3B']
4104,24.0,1,['KVKSEGMENT_4']
4106,1.2,14,['KVKSEGMENT_8']
4107,0.57,25,['KVKSEGMENT_12']
4111,1.71,18,['KVKSEGMENT_14']
4113,0.53,6,['KVKSEGMENT_16']
4114,24.0,1,['KVKSEGMENT_19']
4115,0.57,25,['KVKSEGMENT_1']
4116,0.52,6,['E3A']
4118,24.0,1,['E3B']
4119,0.54,25,['E3A']
4122,24.0,1,['KVKSEGMENT_4']
4123,0.55,25,['KVKSEGMENT_12']
4124,24.0,1,['E3A']
4126,0.5,6,['KVKSEGMENT_13']
4127,1.0,0,['KVKSEGMENT_8']
4128,24.0,1,['E3B']
4129,24.0,1,['E3B']
4130,4.8,12,['KVKSEGMENT_6']
4131,1.71,18,['KVKSEGMENT_18']
4132,0.5,6,['KVKSEGMENT_16']
4133,6.0,4,['E3C']
4134,1.5,10,['E3A']
4135,24.0,1,['KVKSEGMENT_8']
4137,0.75,13,['KVKSEGMENT_8']
4140,24.0,1,['E3A']
4141,0.53,6,['KVKSEGMENT_18']
4143,8.0,7,['KVKSEGMENT_1']
4144,0.52,6,['KVKSEGMENT_1']
4146,1.0,0,['E3B']
4147,24.0,1,['KVKSEGMENT_19']
4148,0.52,6,['E3C']
4149,24.0,1,['E3A']
4150,24.0,1,['KVKSEGMENT_8']
4151,24.0,1,['E3B']
4152,0.52,6,['E3C']
4153,12.0,2,['E3A']
4154,2.0,9,['E3C']
4155,0.53,6,['KVKSEGMENT_13']
4156,24.0,1,['KVKSEGMENT_4']
4157,6.0,4,['KVKSEGMENT_8']
4158,24.0,1,['KVKSEGMENT_10']
4159,0.6,17,['KVKSEGMENT_12']
4161,0.56,25,['KVKSEGMENT_20']
4162,24.0,1,['KVKSEGMENT_1']
4163,0.5,6,['KVKSEGMENT_8']
4165,12.0,2,['E3A']
4166,0.52,6,['E3B']
4167,2.4,5,['KVKSEGMENT_8']
4168,0.54,25,['KVKSEGMENT_10']
4169,24.0,1,['E3A']
4170,0.5,6,['KVKSEGMENT_16']
4171,24.0,1,['KVKSEGMENT_1']
4173,1.26,19,['E3A']
4174,0.51,6,['KVKSEGMENT_14']
4175,24.0,1,['E3C']
4176,12.0,2,['KVKSEGMENT_2']
4177,0.51,6,['KVKSEGMENT_10']
4178,1.2,14,['KVKSEGMENT_1']
4179,0.51,6,['KVKSEGMENT_18']
4180,0.5,6,['E3C']
4181,1.0,0,['E3C']
4182,24.0,1,['KVKSEGMENT_2']
4183,1.51,10,['KVKSEGMENT_13']
4185,0.54,25,['E3A']
4186,24.0,1,['KVKSEGMENT_8']
4188,0.71,13,['KVKSEGMENT_1']
4189,11.98,2,['E3A']
4190,24.0,1,['KVKSEGMENT_18']
4191,1.33,19,['KVKSEGMENT_1']
4192,0.5,6,['E3C']
4194,0.55,25,['KVKSEGMENT_16']
4195,0.53,6,['E3A']
4196,24.0,1,['E3A']
4200,24.0,1,['KVKSEGMENT_4']
4201,24.0,1,['KVKSEGMENT_13']
4202,1.0,0,['KVKSEGMENT_8']
4203,0.57,25,['KVKSEGMENT_10']
4204,0.52,6,['KVKSEGMENT_11']
4205,1.0,0,['KVKSEGMENT_14']
4206,0.75,13,['E3C']
4208,24.0,1,['E3B']
4209,0.55,25,['E3B']
4210,0.63,22,['E3B']
4211,1.06,0,['E3A']
4213,0.5,6,['KVKSEGMENT_1']
4214,0.53,6,['E3A']
4216,12.0,2,['KVKSEGMENT_15']
4217,24.0,1,['E3B']
4220,0.5,6,['KVKSEGMENT_13']
4222,0.53,6,['E3B']
4224,12.0,2,['KVKSEGMENT_1']
4227,24.0,1,['E3D']
4228,0.5,6,['KVKSEGMENT_18']
4231,1.5,10,['KVKSEGMENT_8']
4233,2.0,9,['KVKSEGMENT_8']
4234,24.0,1,['KVKSEGMENT_14']
4235,0.6,17,['KVKSEGMENT_8']
4236,1.0,0,['KVKSEGMENT_4']
4239,0.51,6,['KVKSEGMENT_12']
4240,24.0,1,['E3B']
4241,8.0,7,['E3C']
4243,0.52,6,['KVKSEGMENT_16']
4244,24.0,1,['E3C']
4245,0.51,6,['E3A']
4246,24.0,1,['E3D']
4249,2.4,5,['E3C']
4250,1.14,14,['KVKSEGMENT_1']
4253,24.0,1,['KVKSEGMENT_14']
4254,1.33,19,['E3A']
4255,0.53,6,['KVKSEGMENT_7']
4259,6.0,4,['KVKSEGMENT_1']
4261,0.65,22,['E3B']
4262,1.04,0,['KVKSEGMENT_16']
4263,12.0,2,['E3A']
4264,0.5,6,['E3B']
4266,0.51,6,['E3A']
4268,0.75,13,['E3B']
4270,0.96,0,['KVKSEGMENT_10']
4272,12.0,2,['E3B']
4273,2.0,9,['KVKSEGMENT_20']
4274,24.0,1,['E3C']
4275,24.0,1,['KVKSEGMENT_14']
4276,0.55,25,['KVKSEGMENT_19']
4277,24.0,1,['E3B']
4279,24.0,1,['KVKSEGMENT_1']
4281,24.0,1,['KVKSEGMENT_20']
4283,24.0,1,['E3B']
4286,0.53,6,['KVKSEGMENT_17']
4287,24.0,1,['E3C']
4288,6.0,4,['KVKSEGMENT_1']
4290,6.0,4,['E3B']
4294,1.0,0,['E3A']
4295,24.0,1,['KVKSEGMENT_1']
4296,0.57,25,['E3A']
4297,6.0,4,['KVKSEGMENT_19']
4298,0.5,6,['E3A']
4300,24.0,1,['KVKSEGMENT_8']
4301,2.0,9,['KVKSEGMENT_8']
4303,24.0,1,['E3A']
4304,2.0,9,['KVKSEGMENT_4']
4306,0.8,13,['E3B']
4307,0.51,6,['KVKSEGMENT_20']
4308,0.5,6,['E3C']
4310,24.0,1,['E3B']
4311,3.0,11,['KVKSEGMENT_8']
4312,2.4,5,['KVKSEGMENT_1']
4314,0.53,6,['E3D']
4315,2.4,5,['KVKSEGMENT_4']
4316,0.52,6,['KVKSEGMENT_1']
4317,24.0,1,['KVKSEGMENT_13']
4319,0.51,6,['E3B']
4322,12.0,2,['KVKSEGMENT_1']
4323,24.0,1,['E3B']
4324,0.5,6,['KVKSEGMENT_12']
4325,12.0,2,['KVKSEGMENT_16']
4330,24.0,1,['KVKSEGMENT_16']
4331,24.0,1,['E3A']
4333,24.0,1,['KVKSEGMENT_18']
4334,24.0,1,['KVKSEGMENT_1']
4335,24.0,1,['E3C']
4336,0.5,6,['E3C']
4339,24.0,1,['KVKSEGMENT_1']
4341,0.76,13,['E3A']
4343,0.6,17,['KVKSEGMENT_16']
4345,24.0,1,['E3B']
4346,0.5,6,['E3A']
4347,2.4,5,['E3A']
4348,6.0,4,['KVKSEGMENT_13']
4350,0.55,25,['KVKSEGMENT_5']
4352,24.0,1,['E3A']
4354,6.0,4,['KVKSEGMENT_4']
4356,0.51,6,['KVKSEGMENT_18']
4358,0.86,21,['KVKSEGMENT_8']
4359,0.5,6,['KVKSEGMENT_20']
4361,0.54,25,['E3C']
4363,24.0,1,['KVKSEGMENT_4']
4365,0.62,17,['E3B']
4367,0.5,6,['E3A']
4369,24.0,1,['E3C']
4370,0.6,17,['E3D']
4371,12.0,2,['E3A']
4372,0.5,6,['KVKSEGMENT_8']
4375,0.5,6,['KVKSEGMENT_2']
4376,6.0,4,['KVKSEGMENT_7']
4378,24.0,1,['KVKSEGMENT_20']
4379,24.0,1,['KVKSEGMENT_12']
4380,24.0,1,['KVKSEGMENT_1']
4381,24.0,1,['E3C']
